GENE	BF
A1BG	-9.0095
A1CF	1.8365
A2M	-12.118500000000001
A2ML1	-13.1985
A3GALT2	-7.2955
A4GALT	-8.8205
A4GNT	-13.413499999999999
AAAS	-12.371500000000001
AACS	-10.0445
AADAC	-15.118499999999997
AADACL2	-6.8495
AADACL3	-9.128499999999999
AADACL4	-12.3125
AADAT	-3.4905
AAED1	-17.4625
AAGAB	-4.8485000000000005
AAK1	-12.994499999999999
AAMDC	-12.107500000000002
AAMP	39.085499999999996
AANAT	-10.2425
AAR2	-12.9665
AARD	-32.7455
AARS	80.3235
AARS2	-2.0235000000000003
AARSD1	-10.3265
AASDH	-9.933499999999999
AASDHPPT	-4.8945
AASS	-10.310500000000001
AATF	0.12150000000000016
AATK	-13.8015
ABAT	-13.1065
ABCA1	-10.7045
ABCA10	-11.0365
ABCA12	0.4744999999999999
ABCA13	-15.578499999999998
ABCA2	-10.450500000000002
ABCA3	-24.4895
ABCA4	-11.278500000000001
ABCA5	-5.184500000000001
ABCA6	0.8414999999999999
ABCA7	-19.0365
ABCA8	-6.8305
ABCA9	-8.307500000000001
ABCB1	-8.188500000000001
ABCB10	-8.1985
ABCB11	-1.3605
ABCB4	-10.900500000000001
ABCB5	-15.067499999999999
ABCB6	-19.2055
ABCB7	8.7955
ABCB8	-8.889499999999998
ABCB9	-15.967499999999998
ABCC1	-14.354499999999998
ABCC10	-8.9315
ABCC11	-8.8525
ABCC12	-9.3235
ABCC2	-9.0765
ABCC3	-16.630499999999998
ABCC4	-18.0745
ABCC5	-12.8595
ABCC6	-18.7835
ABCC8	-17.4595
ABCC9	-14.381499999999999
ABCD1	-6.1895
ABCD2	-13.1435
ABCD3	-7.790500000000001
ABCD4	-5.7595
ABCE1	132.1045
ABCF1	0.5345
ABCF2	-5.0955
ABCF3	-16.319499999999998
ABCG1	-14.2085
ABCG2	-9.442499999999999
ABCG4	-16.0525
ABCG5	-15.6935
ABCG8	-15.915499999999998
ABHD1	-10.008500000000002
ABHD10	-4.774500000000001
ABHD11	-9.778500000000001
ABHD12	-12.1415
ABHD12B	-14.081499999999998
ABHD13	-7.617500000000001
ABHD14A	-9.528500000000001
ABHD14B	-10.1265
ABHD15	-6.8105
ABHD16A	-16.6675
ABHD16B	-14.9175
ABHD17A	-3.0865
ABHD17B	-11.970500000000001
ABHD17C	-13.4115
ABHD2	-9.557500000000001
ABHD3	-10.7625
ABHD4	-16.063499999999998
ABHD5	-7.3525
ABHD6	-20.543499999999998
ABHD8	-13.011499999999998
ABI1	-17.3655
ABI2	-10.151499999999999
ABI3	-15.5105
ABI3BP	-12.493500000000001
ABL1	-17.653499999999998
ABL2	-12.340499999999999
ABLIM1	-11.092500000000001
ABLIM2	-12.1235
ABLIM3	-12.4845
ABR	-31.723499999999998
ABRA	-9.121500000000001
ABRACL	-5.937499999999999
ABT1	13.6085
ABTB1	-9.096499999999999
ABTB2	-14.7695
ACAA1	-11.6815
ACAA2	-11.9485
ACACA	4.1475
ACACB	-10.549499999999998
ACAD10	-7.1575
ACAD11	-19.7085
ACAD8	1.5625
ACAD9	-10.8305
ACADL	-15.572499999999998
ACADM	-13.8005
ACADS	-16.5425
ACADSB	-9.441500000000001
ACADVL	-13.793499999999998
ACAN	-13.395499999999998
ACAP1	-15.6155
ACAP2	-10.857500000000002
ACAP3	-2.9275
ACAT1	-3.4665
ACAT2	-6.164499999999999
ACBD3	-22.4715
ACBD4	-15.1785
ACBD5	-10.0625
ACBD6	-24.441499999999998
ACBD7	-10.505500000000001
ACCS	-13.418499999999998
ACCSL	-10.450500000000002
ACD	-6.5795
ACE	-10.9925
ACE2	-8.534500000000001
ACER1	-4.2745
ACER2	-10.6795
ACER3	-18.310499999999998
ACHE	-2.6025
ACIN1	-0.3374999999999999
ACKR2	-8.264499999999998
ACKR3	-9.401499999999999
ACKR4	-4.3235
ACLY	26.8555
ACMSD	-9.5885
ACN9	-9.5765
ACO1	-12.5715
ACO2	11.0275
ACOT1	-13.151499999999999
ACOT11	-12.1525
ACOT12	-10.0475
ACOT13	-10.709499999999998
ACOT2	-6.354500000000001
ACOT4	-7.341500000000001
ACOT6	-11.9435
ACOT7	-15.7655
ACOT8	-10.313500000000001
ACOT9	-18.540499999999998
ACOX1	-16.0245
ACOX2	-9.8505
ACOX3	-15.851499999999998
ACOXL	-13.136499999999998
ACP1	-26.3095
ACP2	-7.7915
ACP5	-20.0335
ACP6	-17.915499999999998
ACPL2	-8.243500000000001
ACPP	-13.3295
ACPT	-12.223500000000001
ACR	-1.7904999999999998
ACRBP	-10.9465
ACRC	-11.493500000000001
ACRV1	-18.7795
ACSBG1	-13.944499999999998
ACSBG2	-19.3145
ACSF2	-15.7655
ACSF3	-20.243499999999997
ACSL1	-13.0505
ACSL3	-3.5235000000000003
ACSL4	-12.1435
ACSL5	-4.8805000000000005
ACSL6	-13.846499999999999
ACSM1	-3.7575000000000003
ACSM2A	-17.162499999999998
ACSM2B	-6.4624999999999995
ACSM3	-11.9785
ACSM4	-6.1445
ACSM5	-8.197500000000002
ACSS1	-18.4205
ACSS2	-12.659499999999998
ACSS3	-13.726499999999998
ACTA1	-11.709499999999998
ACTA2	-13.9485
ACTB	0.9015
ACTBL2	-15.837499999999999
ACTC1	-22.1435
ACTG1	4.4275
ACTG2	-17.7055
ACTL10	-16.400499999999997
ACTL6A	80.3475
ACTL6B	-13.2455
ACTL7A	-13.023499999999999
ACTL7B	-16.5175
ACTL8	-13.3305
