CHR	startp	endp	n.sgRNAs	avg.logFC	guideIdx
1	871254	876624	5	0.2245	1, 5
1	887388	892659	4	-1.812	6, 9
1	894376	1249743	87	-0	10, 96
1	1250207	1250822	3	-3.5263	97, 99
1	1262380	6534605	329	0.0159	100, 428
1	6601959	6609767	4	-2.0709	429, 432
1	6614235	10356695	160	-0	433, 592
1	10463124	10493956	6	-0.9291	593, 598
1	10493969	11253792	55	0	599, 653
1	11288870	11313970	4	-1.8409	654, 657
1	11317057	20966451	531	-0.0069	658, 1188
1	20981932	20987770	5	-1.5116	1189, 1193
1	21016717	22333930	64	0	1194, 1257
1	22405055	22413220	5	-1.9099	1258, 1262
1	22447998	23885834	85	0	1263, 1347
1	24019204	24021256	5	-4.3103	1348, 1352
1	24070053	24932132	90	0	1353, 1442
1	24932139	24981470	6	-1.3564	1443, 1448
1	25124273	26764700	144	0.0454	1449, 1592
1	26764753	26786564	4	-4.0749	1593, 1596
1	26800604	27190004	27	-0	1597, 1623
1	27215514	27216435	5	-2.0424	1624, 1628
1	27226491	27250625	11	-0	1629, 1639
1	27268067	27269243	4	-1.3944	1640, 1643
1	27278263	28138777	85	0	1644, 1728
1	28159310	28176845	15	-1.3746	1729, 1743
1	28199154	28206263	6	0.1638	1744, 1749
1	28223589	28233538	5	-3.4135	1750, 1754
1	28271934	28598947	33	-0	1755, 1787
1	28660964	28661176	5	-1.4187	1788, 1792
1	28792225	28800297	5	0.3352	1793, 1797
1	28858423	28861784	5	-2.7165	1798, 1802
1	28880226	32687538	175	0.0122	1803, 1977
1	32691797	32694195	5	-2.517	1978, 1982
1	32713132	33059124	45	-0	1983, 2027
1	33099559	33134609	10	-2.1252	2028, 2037
1	33161085	33234267	9	0.0851	2038, 2046
1	33252645	33276587	5	-3.0216	2047, 2051
1	33291991	35657046	123	0.0406	2052, 2174
1	35657936	35658539	4	-2.0948	2175, 2178
1	35824686	36074913	21	0	2179, 2199
1	36074935	36096947	4	-4.1589	2200, 2203
1	36181583	36181825	5	-0.1639	2204, 2208
1	36225952	36227609	4	-1.6468	2209, 2212
1	36230192	36565684	31	-0	2213, 2243
1	36603419	36605424	6	-2.3518	2244, 2249
1	36641818	38265636	104	0.0341	2250, 2353
1	38272859	38273595	5	-4.3175	2354, 2358
1	38274266	38411472	17	0	2359, 2375
1	38446321	38455241	5	-3.7437	2376, 2380
1	38463699	41107434	163	0	2381, 2543
1	41204598	41218841	2	-3.6793	2544, 2545
1	41223803	43825195	153	0.0206	2546, 2698
1	43825220	43825508	3	-4.7881	2699, 2701
1	43830053	44402181	45	-0	2702, 2746
1	44402181	44423127	7	-1.5864	2747, 2753
1	44435925	44436761	5	-0.0815	2754, 2758
1	44441993	44442497	4	-1.7822	2759, 2762
1	44442692	44595401	21	-0	2763, 2783
1	44680407	44684375	5	-2.1017	2784, 2788
1	44804725	45221656	25	-0.1117	2789, 2813
1	45242372	45243476	5	-3.8718	2814, 2818
1	45251835	52863517	357	0.0045	2819, 3175
1	52871355	52876873	5	-4.8359	3176, 3180
1	52941006	89270174	818	0.0063	3181, 3998
1	89323036	89352977	5	-2.9889	3999, 4003
1	89427067	91859671	86	0	4004, 4089
1	91973927	91981373	5	-3.181	4090, 4094
1	92185679	92754631	34	0	4095, 4128
1	92755847	92789176	6	-1.264	4129, 4134
1	92946507	93202122	10	-0.0925	4135, 4144
1	93299114	93300486	2	-5.9424	4145, 4146
1	93309694	109235343	256	-0	4147, 4402
1	109235410	109241301	4	-2.6622	4403, 4406
1	109260546	109714566	49	0	4407, 4455
1	109772097	109774316	5	-4.437	4456, 4460
1	109793489	109898015	19	0	4461, 4479
1	109953699	109955720	5	-3.9856	4480, 4484
1	110019453	115053193	342	-0.0162	4485, 4826
1	115113336	115123942	5	-2.5015	4827, 4831
1	115165617	149885198	397	-0.0071	4832, 5228
1	149898346	149899119	5	-2.0389	5229, 5233
1	149905734	150257035	50	0.0868	5234, 5283
1	150280484	150307470	9	-1.3683	5284, 5292
1	150307636	151209243	147	0	5293, 5439
1	151210653	151238589	5	-3.0971	5440, 5444
1	151238779	151342004	21	-0	5445, 5465
1	151372175	151372677	5	-2.1681	5466, 5470
1	151381033	156170123	686	-0.0195	5471, 6156
1	156182884	156203476	8	-1.4988	6157, 6164
1	156212354	156215338	9	-0.2191	6165, 6173
1	156215416	156243208	6	-0.9998	6174, 6179
1	156255288	156264803	10	0.1615	6180, 6189
1	156287310	156303406	5	-2.8927	6190, 6194
1	156314421	156670810	55	-0	6195, 6249
1	156696762	156697254	3	-2.1847	6250, 6252
1	156697293	160253369	289	0	6253, 6541
1	160269028	160303447	5	-3.3674	6542, 6546
1	160318816	161071865	109	-0	6547, 6655
1	161071890	161071966	3	-3.2028	6656, 6658
1	161072134	161168123	36	0	6659, 6694
1	161176275	161179708	5	-1.2026	6695, 6699
1	161187818	161277195	27	-0	6700, 6726
1	161298208	161332220	9	-0.932	6727, 6735
1	161335314	163138115	125	0	6736, 6860
1	163295942	163309250	4	-4.0138	6861, 6864
1	163310146	173772603	328	0.011	6865, 7192
1	173772602	173780355	4	-1.2357	7193, 7196
1	173795838	182785916	247	0.0019	7197, 7443
1	182785911	182845288	6	-0.9052	7444, 7449
1	182908478	186275945	99	-0	7450, 7548
1	186277511	186342573	5	-1.6938	7549, 7553
1	186344047	193094282	66	0.0692	7554, 7619
1	193094323	193111100	4	-1.9522	7620, 7623
1	193150073	200573002	106	-0	7624, 7729
1	200573016	200635239	7	-1.5015	7730, 7736
1	200635645	205053383	323	0.0152	7737, 8059
1	205070731	205073113	5	-1.6173	8060, 8064
1	205138683	210006599	246	0.0056	8065, 8310
1	210010257	210010557	4	-1.5377	8311, 8314
1	210194474	212002505	48	-0	8315, 8362
1	212151790	212194564	5	-1.1681	8363, 8367
1	212220505	212241971	5	-3.302	8368, 8372
1	212502585	212870397	36	-0	8373, 8408
1	212960924	212964984	5	-1.4269	8409, 8413
1	212969859	217915444	78	0.0063	8414, 8491
1	217955519	218478381	7	-0.881	8492, 8498
1	218520146	220101570	15	0	8499, 8513
1	220180636	220192405	3	-4.0374	8514, 8516
1	220195721	224377841	121	-0	8517, 8637
1	224482020	224484214	2	-3.6693	8638, 8639
