CHR	startp	endp	n.sgRNAs	avg.logFC	guideIdx
1	871254	876624	5	0.2733	1, 5
1	887388	892659	4	-0.9801	6, 9
1	894376	1244965	85	0	10, 94
1	1249245	1250822	5	-2.1795	95, 99
1	1262380	1475132	76	0	100, 175
1	1480324	1500283	5	-1.9558	176, 180
1	1534990	1603043	20	-0	181, 200
1	1643690	1653160	5	-1.797	201, 205
1	1670455	22333930	1052	-0.003	206, 1257
1	22405055	22413220	5	-1.3692	1258, 1262
1	22447998	23885834	85	0.0089	1263, 1347
1	24019204	24078147	10	-2.2917	1348, 1357
1	24105127	24932132	85	-0	1358, 1442
1	24932139	24981470	6	-1.1205	1443, 1448
1	25124273	25254106	9	0.201	1449, 1457
1	25553987	25558650	4	-1.2803	1458, 1461
1	25573047	26751873	130	-0	1462, 1591
1	26764677	26786564	5	-3.574	1592, 1596
1	26800604	27190004	27	-0	1597, 1623
1	27215514	27216435	5	-1.0849	1624, 1628
1	27226491	27250625	11	-0	1629, 1639
1	27268067	27269243	4	-1.6304	1640, 1643
1	27278263	28138777	85	-0	1644, 1728
1	28159310	28176845	15	-0.9704	1729, 1743
1	28199154	28206263	6	0.2498	1744, 1749
1	28223589	28233538	5	-2.6325	1750, 1754
1	28271934	31660928	128	0.0261	1755, 1882
1	31762096	31766158	4	-1.6026	1883, 1886
1	31769448	32687538	91	-0	1887, 1977
1	32691797	32694195	5	-2.4348	1978, 1982
1	32713132	33059124	45	0	1983, 2027
1	33099559	33134609	10	-2.4935	2028, 2037
1	33161085	33234267	9	0.0371	2038, 2046
1	33252645	33276587	5	-2.6037	2047, 2051
1	33291991	35578903	122	-0	2052, 2173
1	35657023	35658539	5	-1.3114	2174, 2178
1	35824686	36074913	21	0	2179, 2199
1	36074935	36096947	4	-3.5102	2200, 2203
1	36181583	36181825	5	0.0054	2204, 2208
1	36225952	36227609	4	-1.7615	2209, 2212
1	36230192	36565684	31	0	2213, 2243
1	36603419	36605424	6	-1.409	2244, 2249
1	36641818	38027280	67	-0	2250, 2316
1	38047858	38058380	5	-1.8413	2317, 2321
1	38079924	38265636	32	-0	2322, 2353
1	38272859	38273595	5	-3.8675	2354, 2358
1	38274266	38411472	17	-0	2359, 2375
1	38446321	38455241	5	-3.2147	2376, 2380
1	38463699	43825033	317	0.007	2381, 2697
1	43825172	43825508	4	-3.0924	2698, 2701
1	43830053	44402218	47	-0	2702, 2748
1	44415251	44423127	5	-2.0881	2749, 2753
1	44435925	44436761	5	0.0414	2754, 2758
1	44441993	44442497	4	-1.6753	2759, 2762
1	44442692	44595401	21	-0	2763, 2783
1	44680407	44684375	5	-2.0743	2784, 2788
1	44804725	45221656	25	-0	2789, 2813
1	45242372	45243476	5	-3.5474	2814, 2818
1	45251835	45297937	20	0	2819, 2838
1	45363089	45444132	5	-2.333	2839, 2843
1	45474252	52862037	331	-0	2844, 3174
1	52863494	52876873	6	-2.9857	3175, 3180
1	52941006	53684579	70	0	3181, 3250
1	53699214	53704054	4	-2.5376	3251, 3254
1	53732259	70671098	427	0.006	3255, 3681
1	70687442	70700397	5	-1.7086	3682, 3686
1	70781167	89270174	312	-0	3687, 3998
1	89323036	89352977	5	-2.2915	3999, 4003
1	89427067	91859671	86	-0.0034	4004, 4089
1	91973927	91981373	5	-3.3823	4090, 4094
1	92185679	93202122	50	-0.0294	4095, 4144
1	93299114	93300486	2	-4.3904	4145, 4146
1	93309694	93645712	15	0	4147, 4161
1	93812273	93812426	4	-1.2831	4162, 4165
1	93819554	94054970	11	0	4166, 4176
1	94342819	94343281	5	-1.8971	4177, 4181
1	94362209	109714566	274	0	4182, 4455
1	109772097	109774316	5	-3.7266	4456, 4460
1	109793489	109898015	19	-0	4461, 4479
1	109953699	109954804	4	-3.2489	4480, 4483
1	109955697	149885198	745	0.0074	4484, 5228
1	149898346	149899119	5	-2.1602	5229, 5233
1	149905734	150527979	80	0.0326	5234, 5313
1	150551690	150551914	5	-3.2909	5314, 5318
1	150598198	151147265	108	-0	5319, 5426
1	151156850	151238589	18	-1.3435	5427, 5444
1	151238779	151372198	22	0	5445, 5466
1	151372484	151372631	3	-4.4722	5467, 5469
1	151372654	156170123	687	0	5470, 6156
1	156182884	156203476	8	-1.7022	6157, 6164
1	156212354	156215338	9	-0.2697	6165, 6173
1	156215416	156243208	6	-1.7203	6174, 6179
1	156255288	156264803	10	0.1515	6180, 6189
1	156287310	156303406	5	-2.3923	6190, 6194
1	156314421	156670810	55	-0.0082	6195, 6249
1	156696762	156697356	5	-1.5548	6250, 6254
1	156698990	160253369	287	-0	6255, 6541
1	160269028	160303447	5	-3.7248	6542, 6546
1	160318816	161071865	109	0	6547, 6655
1	161071890	161071966	3	-1.8117	6656, 6658
1	161072134	161094088	11	0	6659, 6669
1	161123899	161127933	5	-1.7308	6670, 6674
1	161130776	161298288	54	0	6675, 6728
1	161310377	161332220	7	-1.0212	6729, 6735
1	161335314	163138115	125	0	6736, 6860
1	163295942	163309250	4	-2.3945	6861, 6864
1	163310146	173772603	328	0	6865, 7192
1	173772602	173780355	4	-1.4488	7193, 7196
1	173795838	175372418	61	-0	7197, 7257
1	176054991	176175901	4	-1.1873	7258, 7261
1	176175983	182783986	181	-0	7262, 7442
1	182785893	182845288	7	-1.2318	7443, 7449
1	182908478	183262868	20	0	7450, 7469
