CHR	startp	endp	n.sgRNAs	avg.logFC	guideIdx
1	871254	889405	8	-0.8843	1, 8
1	892636	1244965	86	-0	9, 94
1	1249245	1250822	5	-2.5375	95, 99
1	1262380	23885834	1248	0	100, 1347
1	24019204	24020404	4	-4.3785	1348, 1351
1	24021233	24932132	91	0	1352, 1442
1	24932139	24981470	6	-1.3737	1443, 1448
1	25124273	26751873	143	0	1449, 1591
1	26764677	26786564	5	-5.2415	1592, 1596
1	26800604	27190004	27	0.2795	1597, 1623
1	27215514	27216435	5	-1.5334	1624, 1628
1	27226491	27250625	11	-0	1629, 1639
1	27268067	27269243	4	-2.3159	1640, 1643
1	27278263	28159333	86	-0	1644, 1729
1	28165343	28176845	14	-0.6732	1730, 1743
1	28199154	28206263	6	0.2346	1744, 1749
1	28223589	28233538	5	-2.4681	1750, 1754
1	28271934	33059124	273	0.0165	1755, 2027
1	33099559	33134609	10	-2.4149	2028, 2037
1	33161085	33234267	9	0.1122	2038, 2046
1	33252645	33276587	5	-4.0871	2047, 2051
1	33291991	35578903	122	0	2052, 2173
1	35657023	35658539	5	-1.7334	2174, 2178
1	35824686	36074913	21	0	2179, 2199
1	36074935	36096947	4	-4.429	2200, 2203
1	36181583	36181825	5	-0.2732	2204, 2208
1	36225952	36227609	4	-1.5992	2209, 2212
1	36230192	36565684	31	0	2213, 2243
1	36603419	36605424	6	-3.3894	2244, 2249
1	36641818	45221656	564	-0.0611	2250, 2813
1	45242372	45243476	5	-3.7739	2814, 2818
1	45251835	45407211	22	-0	2819, 2840
1	45407252	45444132	3	-5.1593	2841, 2843
1	45474252	46768861	110	-0	2844, 2953
1	46775829	46810698	7	-1.4061	2954, 2960
1	46810808	47746287	85	0	2961, 3045
1	47748077	47799726	5	-0.9357	3046, 3050
1	47799719	47838645	4	-2.327	3051, 3054
1	47882217	52499058	96	0	3055, 3150
1	52499098	52549034	5	-1.7654	3151, 3155
1	52549073	52862037	19	-0	3156, 3174
1	52863494	52876873	6	-3.1081	3175, 3180
