GENE	BF
A1BG	-3.0375
A1CF	-13.619499999999999
A2M	-16.598499999999998
A2ML1	-15.6305
A3GALT2	-10.4325
A4GALT	-6.9105
A4GNT	-11.8795
AAAS	-8.221499999999999
AACS	-19.4645
AADAC	-12.446499999999999
AADACL2	-9.529499999999999
AADACL3	-12.9055
AADACL4	-18.935499999999998
AADAT	-6.2815
AAED1	-14.193499999999998
AAGAB	-7.0835
AAK1	-13.846499999999999
AAMDC	-14.3875
AAMP	46.4265
AANAT	-12.612499999999999
AAR2	-15.244499999999999
AARD	-10.3925
AARS	67.1785
AARS2	3.1374999999999997
AARSD1	-8.494499999999999
AASDH	-14.023499999999999
AASDHPPT	-9.0495
AASS	-11.6045
AATF	13.8505
AATK	-13.007499999999999
ABAT	-13.417499999999999
ABCA1	-17.4435
ABCA10	-18.3795
ABCA12	-10.7845
ABCA13	-20.5075
ABCA2	-9.273499999999999
ABCA3	-26.9055
ABCA4	-11.881499999999999
ABCA5	-15.824499999999999
ABCA6	-14.301499999999999
ABCA7	-16.2695
ABCA8	-17.4165
ABCA9	-12.7685
ABCB1	-8.398499999999999
ABCB10	-13.093499999999999
ABCB11	-4.8825
ABCB4	-17.3765
ABCB5	-1.4184999999999999
ABCB6	-8.2155
ABCB7	38.9805
ABCB8	-12.4665
ABCB9	-13.381499999999999
ABCC1	-15.5985
ABCC10	-9.894499999999999
ABCC11	-7.2415
ABCC12	-11.5815
ABCC2	-8.0665
ABCC3	-17.842499999999998
ABCC4	-19.6965
ABCC5	-20.1175
ABCC6	-9.244499999999999
ABCC8	-17.6895
ABCC9	-12.0175
ABCD1	-12.1295
ABCD2	-10.830499999999999
ABCD3	-15.7265
ABCD4	-16.6765
ABCE1	82.3065
ABCF1	0.5025
ABCF2	-7.4985
ABCF3	-16.5935
ABCG1	-19.0485
ABCG2	-7.5685
ABCG4	-15.411499999999998
ABCG5	-16.1515
ABCG8	-15.4155
ABHD1	-10.382499999999999
ABHD10	-2.0695
ABHD11	-9.404499999999999
ABHD12	-8.5025
ABHD12B	-14.942499999999999
ABHD13	-13.7435
ABHD14A	-15.6105
ABHD14B	-18.752499999999998
ABHD15	-7.3105
ABHD16A	-17.6845
ABHD16B	-16.441499999999998
ABHD17A	-0.4345
ABHD17B	-11.029499999999999
ABHD17C	-10.728499999999999
ABHD2	-15.6435
ABHD3	-10.663499999999999
ABHD4	-15.0465
ABHD5	-13.1495
ABHD6	-17.778499999999998
ABHD8	-16.6845
ABI1	-16.1365
ABI2	-11.8765
ABI3	-13.7395
ABI3BP	-8.2065
ABL1	-10.6785
ABL2	-12.568499999999998
ABLIM1	-10.920499999999999
ABLIM2	-16.4045
ABLIM3	-10.9605
ABR	-28.1905
ABRA	-17.4485
ABRACL	-9.949499999999999
ABT1	10.4785
ABTB1	-13.7035
ABTB2	-16.3395
ACAA1	-15.4345
ACAA2	-16.3365
ACACA	-19.156499999999998
ACACB	-19.6515
ACAD10	-7.0155
ACAD11	-17.8595
ACAD8	-8.0425
ACAD9	0.6134999999999999
ACADL	-15.737499999999999
ACADM	-13.5255
ACADS	-14.5885
ACADSB	0.6944999999999999
ACADVL	-10.609499999999999
ACAN	-12.8235
ACAP1	-17.0915
ACAP2	-16.4025
ACAP3	-4.3045
ACAT1	-6.6345
ACAT2	-6.3665
ACBD3	-16.8025
ACBD4	-10.3065
ACBD5	-15.2965
ACBD6	-20.7485
ACBD7	-4.0765
ACCS	-14.616499999999998
ACCSL	-13.0045
ACD	6.0255
ACE	-17.9195
ACE2	-13.564499999999999
ACER1	-3.1455
ACER2	-10.4795
ACER3	-3.3935
ACHE	-3.8575000000000004
ACIN1	4.7335
ACKR2	-18.3965
ACKR3	-12.3265
ACKR4	-13.003499999999999
ACLY	8.002500000000001
ACMSD	-13.4855
ACN9	-9.3395
ACO1	-16.4285
ACO2	-4.4025
ACOT1	-8.1945
ACOT11	-10.519499999999999
ACOT12	-17.5485
ACOT13	-12.1885
ACOT2	-8.4985
ACOT4	-15.9325
ACOT6	-19.2545
ACOT7	-11.7805
ACOT8	-14.0505
ACOT9	-7.5145
ACOX1	-14.0625
ACOX2	-14.443499999999998
ACOX3	-16.6755
ACOXL	-24.688499999999998
ACP1	-43.6235
ACP2	-3.8955
ACP5	-14.1045
ACP6	-18.636499999999998
ACPL2	-11.0695
ACPP	-14.4405
ACPT	-11.2305
ACR	-8.0145
ACRBP	-16.374499999999998
ACRC	-20.1485
ACRV1	-14.3295
ACSBG1	-10.6595
ACSBG2	-13.7075
ACSF2	-13.7685
ACSF3	-11.2135
ACSL1	-16.9495
ACSL3	-16.505499999999998
ACSL4	-11.5415
ACSL5	-10.2685
ACSL6	-12.8775
ACSM1	-8.1455
ACSM2A	-12.0445
ACSM2B	-8.1655
ACSM3	-11.2385
ACSM4	-12.199499999999999
ACSM5	-5.5575
ACSS1	-17.543499999999998
ACSS2	-11.225499999999998
ACSS3	-12.423499999999999
ACTA1	-15.1655
ACTA2	-14.144499999999999
ACTB	-6.4425
ACTBL2	-14.6845
ACTC1	-10.6915
ACTG1	-3.9945000000000004
ACTG2	-17.7685
ACTL10	-18.6495
ACTL6A	13.2895
ACTL6B	-16.8955
ACTL7A	-11.423499999999999
ACTL7B	-20.1315
ACTL8	-17.7635
ACTL9	-18.104499999999998
ACTN1	-13.3235
ACTN2	-19.9005
ACTN4	-12.3125
ACTR10	45.933499999999995
ACTR1A	32.415499999999994
ACTR1B	-18.8325
ACTR2	19.5655
ACTR3	4.2695
ACTR3B	-2.7555
ACTR3C	-1.6265
ACTR5	-4.9295
ACTR6	21.6615
ACTR8	23.7625
ACTRT1	-15.753499999999999
ACTRT2	-19.4455
ACTRT3	-0.6545000000000001
ACVR1	-10.423499999999999
ACVR1B	-17.5975
ACVR1C	-13.7525
ACVR2A	-17.560499999999998
ACVR2B	-19.4625
ACVRL1	-15.9925
ACY1	-12.9255
ACY3	-15.596499999999999
ACYP1	-14.7555
ACYP2	-18.9775
ADA	-16.0255
ADAD1	-14.3165
ADAD2	-20.7435
ADAL	-10.926499999999999
ADAM10	-14.7425
ADAM11	-11.1085
ADAM12	-10.318499999999998
ADAM15	-11.7715
ADAM17	-18.5595
ADAM18	-13.3155
ADAM19	-14.266499999999999
ADAM2	-3.1985
ADAM20	-17.2575
ADAM21	-3.5485
ADAM22	-15.285499999999999
ADAM23	-19.2115
ADAM28	-18.313499999999998
ADAM29	-10.1425
ADAM30	-18.694499999999998
ADAM32	-8.2945
ADAM33	-9.119499999999999
ADAM7	-15.737499999999999
ADAM8	-10.824499999999999
ADAM9	-15.513499999999999
ADAMDEC1	-6.2735
ADAMTS1	-8.8255
ADAMTS10	-4.7615
ADAMTS12	-17.2865
ADAMTS13	-16.732499999999998
ADAMTS14	-15.381499999999999
ADAMTS15	-14.2435
ADAMTS16	-20.0045
ADAMTS17	-11.3325
ADAMTS18	-19.2445
ADAMTS19	-17.2385
ADAMTS2	-7.750500000000001
ADAMTS20	-10.7975
ADAMTS3	-11.6145
ADAMTS4	-11.1235
ADAMTS5	-13.0315
ADAMTS6	-14.612499999999999
ADAMTS7	-6.7645
ADAMTS8	-12.8425
ADAMTS9	-11.8285
ADAMTSL1	-19.6485
ADAMTSL2	-18.0355
ADAMTSL3	-9.5695
ADAMTSL4	-8.8035
ADAMTSL5	0.7645
ADAP1	-13.500499999999999
ADAP2	-1.9485
ADAR	-8.833499999999999
ADARB1	-14.8445
ADARB2	-11.026499999999999
ADAT1	-14.8125
ADAT2	-7.2915
ADAT3	-4.0465
ADC	-12.381499999999999
ADCK1	-9.5475
ADCK2	-2.6485000000000003
ADCK3	-14.536499999999998
ADCK4	-12.1975
ADCK5	-18.6325
ADCY1	-14.744499999999999
ADCY10	-12.894499999999999
ADCY2	-17.2185
ADCY3	-12.6625
ADCY4	-17.4265
ADCY5	-15.1985
ADCY6	-15.801499999999999
ADCY7	-13.2175
ADCY8	-1.8435
ADCY9	-10.157499999999999
ADCYAP1	-14.4055
ADCYAP1R1	-14.160499999999999
ADD1	-7.6915000000000004
ADD2	-10.7815
ADD3	-8.7975
ADH1A	-7.9625
ADH1B	-10.865499999999999
ADH4	-15.5975
ADH5	-0.11450000000000002
ADH6	-7.2695
ADH7	-13.949499999999999
ADHFE1	-2.5025000000000004
ADI1	-12.100499999999998
ADIG	-7.4625
ADIPOQ	-16.7535
ADIPOR1	-19.0565
ADIPOR2	-7.6495
ADIRF	-8.2545
ADK	-15.1875
ADM	-12.891499999999999
ADM2	-16.4665
ADM5	-10.661499999999998
ADNP	-10.6785
ADNP2	-7.0995
ADO	-14.6755
ADORA1	-10.599499999999999
ADORA2A	-12.1945
ADORA2B	-18.9595
ADORA3	-30.668499999999998
ADPGK	-12.0725
ADPRH	-13.0145
ADPRHL1	-7.0945
ADPRHL2	-8.3095
ADPRM	-6.2205
ADRA1A	-14.5765
ADRA1B	-10.4085
ADRA1D	-9.7035
ADRA2A	-8.5635
ADRA2B	-18.6605
ADRA2C	-9.5565
ADRB1	-15.882499999999999
ADRB2	-13.5785
ADRB3	-12.7145
ADRBK1	-11.5765
ADRBK2	-15.1595
ADRM1	-4.5175
ADSL	0.4855
ADSS	-12.023499999999999
ADSSL1	-12.631499999999999
ADTRP	-18.1475
AEBP1	-22.2565
AEBP2	-10.7435
AEN	-11.273499999999999
AES	-14.5765
AFAP1	-17.3075
AFAP1L1	-13.997499999999999
AFAP1L2	-11.5505
AFF1	-10.9615
AFF2	-15.8685
AFF3	-21.1845
AFF4	-7.8655
AFG3L2	26.177500000000002
AFM	-21.5775
AFMID	-13.6755
AFP	-4.2095
AFTPH	-15.103499999999999
AGA	-11.522499999999999
AGAP1	-16.3735
AGAP2	-7.3735
AGAP3	-19.816499999999998
AGAP5	-3.0295
AGAP6	6.8925
AGAP7	3.7615
AGBL1	-12.3075
AGBL2	-23.281499999999998
AGBL3	-12.7225
AGBL4	-15.356499999999999
AGBL5	-15.020499999999998
AGER	-14.773499999999999
AGFG1	-12.0825
AGFG2	-10.090499999999999
AGGF1	-17.258499999999998
AGK	-9.8715
AGL	-15.7805
AGMAT	-15.9405
AGMO	-10.814499999999999
AGO1	-12.3205
AGO2	-22.6665
AGO3	-6.444500000000001
AGO4	-16.5625
AGPAT1	-4.7065
AGPAT2	-7.5345
AGPAT3	-12.1435
AGPAT4	-14.247499999999999
AGPAT5	-17.046499999999998
AGPAT6	-23.3075
AGPAT9	-14.3095
AGPS	-20.4555
AGR2	-14.122499999999999
AGR3	-3.5695
AGRN	-15.337499999999999
AGRP	-14.7805
AGT	-18.191499999999998
AGTPBP1	-15.192499999999999
AGTR1	-7.7215
AGTR2	-9.318499999999998
AGTRAP	-29.6265
AGXT	-18.6125
AGXT2	-15.1465
AHCTF1	0.3845
AHCY	-3.4025000000000003
AHCYL1	-9.5925
AHCYL2	-7.6955
AHDC1	-13.2135
AHI1	-13.9565
AHNAK	-7.2775
AHNAK2	-17.5445
AHR	-6.6485
AHRR	-16.2045
AHSA1	-11.3355
AHSA2	-12.4375
AHSG	-11.513499999999999
AHSP	-16.8415
AICDA	-15.772499999999999
AIDA	-13.269499999999999
AIF1	-15.7685
AIF1L	-22.348499999999998
AIFM1	-0.8775
AIFM2	-10.6975
AIFM3	-13.901499999999999
AIG1	-14.987499999999999
AIM1	-16.6175
AIM2	-16.1175
AIMP1	-8.443499999999998
AIMP2	-6.8605
AIP	-15.5445
AIPL1	-16.6785
AIRE	-19.0625
AJAP1	-12.7115
AJUBA	-39.1135
AK1	-14.6535
AK2	3.3085
AK3	0.2775
AK4	2.0484999999999998
AK5	-11.1625
AK6	-5.0035
AK7	-16.7395
AK8	-9.7875
AK9	-12.997499999999999
AKAP1	-3.6935000000000002
AKAP10	-17.7425
AKAP11	-15.6145
AKAP12	-10.3835
AKAP13	-10.5765
AKAP14	-23.0565
AKAP17A	-5.1075
AKAP2	-14.3105
AKAP3	-11.365499999999999
AKAP4	-7.0215000000000005
AKAP5	-11.548499999999999
AKAP6	-16.7245
AKAP7	-28.982499999999998
AKAP8	-15.4545
AKAP8L	-9.7745
AKAP9	-10.9885
AKIP1	-6.0455000000000005
AKIRIN1	-7.0745000000000005
AKIRIN2	-2.8025
AKNA	-12.654499999999999
AKNAD1	-15.5415
AKR1A1	-20.7565
AKR1B1	-9.8095
AKR1B10	-12.8905
AKR1B15	6.1765
AKR1C1	-9.744499999999999
AKR1C2	-8.6985
AKR1C3	-13.083499999999999
AKR1C4	-13.7555
AKR1D1	0.29850000000000004
AKR1E2	-20.7385
AKR7A2	-8.8165
AKR7A3	-5.2695
AKT1	-10.5795
AKT1S1	-18.7375
AKT2	-13.051499999999999
AKT3	-15.1875
AKTIP	1.7385
ALAD	5.4845
ALAS1	-5.6375
ALAS2	-8.9025
ALB	-19.6175
ALCAM	-7.1265
ALDH16A1	-10.824499999999999
ALDH18A1	-15.1885
ALDH1A1	-14.471499999999999
ALDH1A2	-7.4735000000000005
ALDH1A3	-21.9695
ALDH1B1	-17.1355
ALDH1L1	-12.5415
ALDH1L2	-14.8925
ALDH2	-16.8655
ALDH3A1	-23.857499999999998
ALDH3A2	-16.7575
ALDH3B2	-14.958499999999999
ALDH4A1	-13.343499999999999
ALDH5A1	-11.6215
ALDH6A1	-9.4025
ALDH7A1	-12.740499999999999
ALDH8A1	-13.6075
