GENE	BF
A1BG	-5.4085
A1CF	-1.8415000000000001
A2M	-6.7875
A2ML1	-7.0634999999999994
A3GALT2	-1.3325000000000002
A4GALT	-6.2785
A4GNT	-6.1135
AAAS	-9.0555
AACS	-4.1565
AADAC	-4.7385
AADACL2	-2.8785000000000003
AADACL3	-0.13250000000000028
AADACL4	-8.4375
AADAT	-3.3705000000000003
AAED1	-8.6225
AAGAB	-6.628500000000001
AAK1	-9.6415
AAMDC	-5.3774999999999995
AAMP	1.6454999999999997
AANAT	-7.3125
AAR2	-5.7275
AARD	-3.1105
AARS	15.2455
AARS2	-4.141500000000001
AARSD1	-0.6845000000000003
AASDH	-1.8015
AASDHPPT	-7.6884999999999994
AASS	-4.1505
AATF	-3.3925
AATK	-5.7775
ABAT	-7.567500000000001
ABCA1	-6.9925
ABCA10	-9.3505
ABCA12	-2.2625
ABCA13	-6.0625
ABCA2	-4.6315
ABCA3	-16.7425
ABCA4	-2.5035000000000003
ABCA5	-3.1035000000000004
ABCA6	-0.47550000000000026
ABCA7	-7.884500000000001
ABCA8	-3.7935
ABCA9	-9.666500000000001
ABCB1	5.571499999999999
ABCB10	-4.1495
ABCB11	-2.2015000000000002
ABCB4	-3.9215
ABCB5	-0.8845000000000001
ABCB6	-3.4635000000000002
ABCB7	-1.1845
ABCB8	-1.5335
ABCB9	-4.8895
ABCC1	-5.8925
ABCC10	-7.285500000000001
ABCC11	-8.0265
ABCC12	-4.7945
ABCC2	-2.6915
ABCC3	-6.4345
ABCC4	-5.2355
ABCC5	-5.6905
ABCC6	-8.195500000000001
ABCC8	-0.9915
ABCC9	-8.4745
ABCD1	-1.4255000000000002
ABCD2	-5.3655
ABCD3	-6.5575
ABCD4	-5.910500000000001
ABCE1	10.9285
ABCF1	1.6184999999999996
ABCF2	-6.6035
ABCF3	-4.3555
ABCG1	-4.3615
ABCG2	-6.3085
ABCG4	-7.618500000000001
ABCG5	-2.2305
ABCG8	-12.0335
ABHD1	-4.5865
ABHD10	-0.7565000000000002
ABHD11	-5.5055
ABHD12	-3.1475
ABHD12B	-11.352500000000001
ABHD13	-4.2035
ABHD14A	-5.9015
ABHD14B	-6.4254999999999995
ABHD15	-0.15850000000000009
ABHD16A	-7.406499999999999
ABHD16B	-6.6015
ABHD17A	-3.5185000000000004
ABHD17B	-6.2364999999999995
ABHD17C	-7.980500000000001
ABHD2	-6.8345
ABHD3	-3.6595000000000004
ABHD4	-8.1865
ABHD5	-3.3645
ABHD6	-9.4785
ABHD8	-8.6845
ABI1	-6.2275
ABI2	-7.7385
ABI3	-5.7735
ABI3BP	-7.560499999999999
ABL1	-5.968500000000001
ABL2	-8.932500000000001
ABLIM1	-5.8745
ABLIM2	-6.0755
ABLIM3	-5.471500000000001
ABR	-7.708500000000001
ABRA	-5.468500000000001
ABRACL	-6.740500000000001
ABT1	-6.9315
ABTB1	-1.6505
ABTB2	-8.1165
ACAA1	-5.6594999999999995
ACAA2	-2.0255
ACACA	-2.7055000000000002
ACACB	-7.8605
ACAD10	-2.2705
ACAD11	-7.634500000000001
ACAD8	9.5975
ACAD9	-5.676500000000001
ACADL	-7.4145
ACADM	-6.0725
ACADS	-7.8665
ACADSB	-6.7585
ACADVL	-6.7225
ACAN	-7.0495
ACAP1	-10.771500000000001
ACAP2	0.9204999999999997
ACAP3	-5.3635
ACAT1	-1.0355
ACAT2	0.9944999999999999
