GENE	BF
A1BG	-5.263
A1CF	0.21899999999999997
A2M	-13.523
A2ML1	-8.638
A3GALT2	-1.2560000000000002
A4GALT	-3.9659999999999997
A4GNT	-10.793000000000001
AAAS	-8.836
AACS	-15.538000000000002
AADAC	-14.67
AADACL2	-5.207
AADACL3	-8.313
AADACL4	-13.413
AADAT	-7.422999999999999
AAED1	-4.742999999999999
AAGAB	-10.182
AAK1	-6.648
AAMDC	-15.411
AAMP	24.426000000000002
AANAT	-10.891
AAR2	-11.241000000000001
AARD	-3.756
AARS	70.17200000000001
AARS2	5.86
AARSD1	-9.662
AASDH	-12.108
AASDHPPT	-7.976
AASS	-2.726
AATF	5.282
AATK	-8.749
ABAT	-9.319
ABCA1	-7.796
ABCA10	-16.128
ABCA12	-5.879
ABCA13	-13.623000000000001
ABCA2	-8.337
ABCA3	-21.551
ABCA4	-10.144
ABCA5	-9.229000000000001
ABCA6	-8.429
ABCA7	-11.522
ABCA8	-12.028
ABCA9	-9.98
ABCB1	-4.3549999999999995
ABCB10	-4.8149999999999995
ABCB11	-4.922
ABCB4	-7.579999999999999
ABCB5	-10.615
ABCB6	-7.4799999999999995
ABCB7	-1.286
ABCB8	-12.780000000000001
ABCB9	-12.092
ABCC1	-11.896
ABCC10	-8.382
ABCC11	-9.486
ABCC12	-5.68
ABCC2	-15.211
ABCC3	-18.523999999999997
ABCC4	-11.789
ABCC5	-14.045
ABCC6	-21.612
ABCC8	-12.095
ABCC9	-8.231
ABCD1	-6.31
ABCD2	-13.058
ABCD3	-7.745
ABCD4	-11.770000000000001
ABCE1	61.641
ABCF1	8.813
ABCF2	-7.986999999999999
ABCF3	-20.409
ABCG1	-14.896
ABCG2	-10.908000000000001
ABCG4	-17.968999999999998
ABCG5	-15.687
ABCG8	-17.456
ABHD1	-11.721
ABHD10	-4.409999999999999
ABHD11	-12.25
ABHD12	-8.551
ABHD12B	-13.790000000000001
ABHD13	-10.029
ABHD14A	-7.418
ABHD14B	-14.46
ABHD15	-4.401
ABHD16A	-15.082
ABHD16B	-6.5889999999999995
ABHD17A	-5.34
ABHD17B	-8.677000000000001
ABHD17C	-9.438
ABHD2	-13.842
ABHD3	-2.579
ABHD4	-13.462
ABHD5	-5.215
ABHD6	-12.21
ABHD8	-9.478
ABI1	-9.958
ABI2	-11.333
ABI3	-16.802999999999997
ABI3BP	-10.514000000000001
ABL1	-11.015
ABL2	-12.14
ABLIM1	-11.847000000000001
ABLIM2	-10.427000000000001
ABLIM3	-1.7720000000000002
ABR	-18.323999999999998
ABRA	-15.615
ABRACL	-9.964
ABT1	6.2700000000000005
ABTB1	-9.806000000000001
ABTB2	-7.627
ACAA1	-11.383000000000001
ACAA2	-3.4550000000000005
ACACA	1.169
ACACB	-14.211
ACAD10	-2.166
ACAD11	-15.524
ACAD8	0.429
ACAD9	1.264
ACADL	-12.233
ACADM	-10.037
ACADS	-13.426
ACADSB	3.041
ACADVL	-13.232000000000001
ACAN	-9.822000000000001
ACAP1	-14.414
ACAP2	-7.848
ACAP3	-0.662
ACAT1	2.18
ACAT2	-10.831000000000001
ACBD3	-12.569
ACBD4	-9.582
ACBD5	-10.049000000000001
ACBD6	-20.441
ACBD7	-11.155000000000001
ACCS	-6.443
ACCSL	-6.968
ACD	-2.057
ACE	-13.431000000000001
ACE2	-14.889000000000001
ACER1	1.252
ACER2	-5.207999999999999
ACER3	-2.501
ACHE	-1.3280000000000003
ACIN1	-3.8859999999999997
ACKR2	-9.735000000000001
ACKR3	-10.601
ACKR4	-14.936
ACLY	4.745
ACMSD	-15.745
ACN9	-4.92
ACO1	-7.184
ACO2	18.306
ACOT1	-12.803
ACOT11	-5.061999999999999
ACOT12	-1.9380000000000002
ACOT13	-5.87
ACOT2	-5.955
ACOT4	-10.551
ACOT6	-13.544
ACOT7	-8.355
ACOT8	-11.75
ACOT9	-7.698999999999999
ACOX1	-6.108
ACOX2	-11.319
ACOX3	-17.232
ACOXL	-10.531
ACP1	-25.845
ACP2	-6.451
ACP5	-14.604000000000001
ACP6	-20.148999999999997
ACPL2	-9.347000000000001
ACPP	-14.222000000000001
ACPT	-10.216000000000001
ACR	-0.30900000000000005
ACRBP	-8.548
ACRC	-13.353
ACRV1	-17.779999999999998
ACSBG1	-9.157
ACSBG2	-14.341000000000001
ACSF2	-13.190000000000001
ACSF3	-20.266
ACSL1	-10.794
ACSL3	-13.099
ACSL4	-10.17
ACSL5	-9.282
ACSL6	-13.527000000000001
ACSM1	-5.747999999999999
