CHR	startp	endp	n.sgRNAs	avg.logFC	guideIdx
1	871254	876624	5	0.1095	1, 5
1	887388	892659	4	-1.4958	6, 9
1	894376	1244965	85	0	10, 94
1	1249245	1250822	5	-2.9364	95, 99
1	1262380	1603043	101	-0	100, 200
1	1643690	1653160	5	-1.6023	201, 205
1	1670455	1688728	10	-0.1304	206, 215
1	1735894	1747298	5	-1.2587	216, 220
1	1847932	6534605	208	0.0058	221, 428
1	6601959	6609767	4	-1.2725	429, 432
1	6614235	10356695	160	0	433, 592
1	10463124	10471583	5	-1.3241	593, 597
1	10493933	11253792	56	0	598, 653
1	11288870	11313970	4	-1.3656	654, 657
1	11317057	19566942	421	0.0038	658, 1078
1	19567594	19584368	6	-1.1692	1079, 1084
1	19584461	20966451	104	-0	1085, 1188
1	20981932	20987770	5	-1.5469	1189, 1193
1	21016717	22333930	64	-0	1194, 1257
1	22405055	22413220	5	-1.4713	1258, 1262
1	22447998	23885834	85	0	1263, 1347
1	24019204	24021256	5	-4.5147	1348, 1352
1	24070053	24932132	90	0.0193	1353, 1442
1	24932139	24979422	5	-0.8524	1443, 1447
1	24981447	25554010	11	-0	1448, 1458
1	25554605	25558650	3	-1.6907	1459, 1461
1	25573047	26524806	104	-0	1462, 1565
1	26581948	26582190	3	-0.7735	1566, 1568
1	26582240	26751873	23	-0	1569, 1591
1	26764677	26786564	5	-5.0978	1592, 1596
1	26800604	28800297	201	0.0272	1597, 1797
1	28858423	28861784	5	-2.8721	1798, 1802
1	28880226	32687538	175	0	1803, 1977
1	32691797	32694195	5	-3.0955	1978, 1982
1	32713132	33059124	45	-0	1983, 2027
1	33099559	33134609	10	-2.3244	2028, 2037
1	33161085	33234267	9	0.0842	2038, 2046
1	33252645	33276587	5	-2.83	2047, 2051
1	33291991	35578903	122	-0	2052, 2173
1	35657023	35658539	5	-1.2465	2174, 2178
1	35824686	36074913	21	0	2179, 2199
1	36074935	36096931	3	-3.0125	2200, 2202
1	36096924	36181825	6	0.8715	2203, 2208
1	36225952	36565684	35	-0.0077	2209, 2243
1	36603419	36605424	6	-2.5171	2244, 2249
1	36641818	38265636	104	-0	2250, 2353
1	38272859	38273595	5	-4.2051	2354, 2358
1	38274266	45221656	455	0.0344	2359, 2813
1	45242372	45243476	5	-3.7399	2814, 2818
1	45251835	45297937	20	0	2819, 2838
1	45363089	45444132	5	-2.0985	2839, 2843
1	45474252	46768861	110	0	2844, 2953
1	46775829	46810698	7	-0.769	2954, 2960
1	46810808	52499058	190	0	2961, 3150
1	52499098	52499299	3	-1.7348	3151, 3153
1	52530558	52863517	22	-0	3154, 3175
1	52871355	52876873	5	-5.1951	3176, 3180
1	52941006	89270174	818	0.0126	3181, 3998
1	89323036	89352977	5	-3.8362	3999, 4003
1	89427067	91859671	86	0	4004, 4089
1	91973927	91981373	5	-2.7202	4090, 4094
1	92185679	109714566	361	0.0184	4095, 4455
1	109772097	109774316	5	-5.2855	4456, 4460
1	109793489	109953722	20	0.3113	4461, 4480
1	109954527	109954804	3	-3.3606	4481, 4483
1	109955697	111991698	196	-0	4484, 4679
1	111996842	111999276	5	-1.9696	4680, 4684
1	112019460	151209243	755	0.0188	4685, 5439
1	151210653	151238589	5	-2.3455	5440, 5444
1	151238779	151372198	22	0	5445, 5466
1	151372484	151372677	4	-4.3444	5467, 5470
1	151381033	156264803	719	0.0037	5471, 6189
1	156287310	156303406	5	-2.1891	6190, 6194
1	156314421	156670810	55	-0	6195, 6249
1	156696762	156697316	4	-1.7265	6250, 6253
1	156697333	160253369	288	0	6254, 6541
1	160269028	160303447	5	-3.8923	6542, 6546
1	160318816	161071865	109	0	6547, 6655
1	161071890	161072157	4	-2.0487	6656, 6659
1	161089035	161168123	35	-0	6660, 6694
1	161176275	161179708	5	-2.2806	6695, 6699
1	161187818	161298231	28	0	6700, 6727
1	161298265	161332220	8	-0.9694	6728, 6735
1	161335314	163138115	125	0	6736, 6860
1	163295942	163307855	3	-4.1994	6861, 6863
1	163309227	205053383	1196	0.0117	6864, 8059
1	205070731	205073113	5	-2.2962	8060, 8064
1	205138683	210006599	246	0	8065, 8310
1	210010257	210010557	4	-1.2088	8311, 8314
1	210194474	212161283	50	-0	8315, 8364
1	212180590	212241971	8	-2.6312	8365, 8372
1	212502585	212870397	36	-0	8373, 8408
1	212960924	212964984	5	-1.978	8409, 8413
1	212969859	217955560	80	-0	8414, 8493
1	218475633	218478381	5	-0.9645	8494, 8498
1	218520146	220101570	15	0	8499, 8513
1	220180636	220208311	5	-3.1661	8514, 8518
1	220236163	224377841	119	0	8519, 8637
1	224482020	224492525	5	-1.6476	8638, 8642
1	224548243	226179022	56	0.0818	8643, 8698
1	226180624	226186931	4	-2.3351	8699, 8702
1	226252166	226413287	11	0	8703, 8713
1	226455766	226475407	3	-1.5128	8714, 8716
1	226485491	228290748	67	0	8717, 8783
1	228295363	228335250	10	-1.664	8784, 8793
1	228345590	249212038	509	0.0096	8794, 9302
2	46045	10263139	168	0.0347	9303, 9470
2	10263587	10267281	4	-4.6554	9471, 9474
2	10282406	10583702	12	0.053900000000000003	9475, 9486
2	10584676	10813667	6	-1.1338	9487, 9492
2	10866673	24285943	211	-0	9493, 9703
2	24291228	24296965	5	-4.6275	9704, 9708
2	24303817	27352390	189	0	9709, 9897
2	27355746	27356521	5	-1.4432	9898, 9902
2	27360442	27565850	54	-0	9903, 9956
2	27590879	27591250	4	-3.7303	9957, 9960
2	27591994	27609980	16	0	9961, 9976
2	27656302	27657637	4	-1.1923	9977, 9980
2	27659678	27850515	36	0	9981, 10016
2	27858063	27861887	5	-2.4101	10017, 10021
2	27878345	28812361	32	0	10022, 10053
2	28999768	29001881	5	-2.8614	10054, 10058
2	29039039	29093017	10	-0.1464	10059, 10068
2	29117664	29135549	5	-2.2648	10069, 10073
2	29222070	30143345	20	0	10074, 10093
2	30379604	30381589	5	-0.6434	10094, 10098
2	30457337	32702477	69	0	10099, 10167
2	32865398	32927969	5	-1.385	10168, 10172
2	33360005	33468805	5	0.1594	10173, 10177
2	33741647	33752287	5	-1.1383	10178, 10182
2	33810722	37414622	48	0	10183, 10230
2	37454822	37455617	3	-1.4249	10231, 10233
2	37458561	38976774	51	0	10234, 10284
2	38976778	38977216	4	-2.3015	10285, 10288
2	39006245	45780862	161	0.0227	10289, 10449
2	45789790	46228584	9	-1.2113	10450, 10458
2	46574074	55844344	217	0.0456	10459, 10675
2	55894219	55920864	5	-1.7191	10676, 10680
2	56104954	61607493	59	-0	10681, 10739
2	61720163	62115537	14	-2.4593	10740, 10753
2	62132887	65315811	77	-0	10754, 10830
2	65318115	65480892	10	-1.2153	10831, 10840
2	65543913	68371777	18	0	10841, 10858
2	68374625	68385646	9	-1.2769	10859, 10867
2	68413760	69583656	58	0	10868, 10925
2	69585523	69650724	8	-0.962	10926, 10933
2	69650723	70070363	18	0	10934, 10951
2	70122288	70123681	4	-1.3757	10952, 10955
2	70143297	70188651	9	0.0048	10956, 10964
2	70315040	70315410	5	-1.9652	10965, 10969
2	70408584	71351613	69	0.076	10970, 11038
2	71360016	71361846	4	-1.5118	11039, 11042
2	71417022	73475007	61	0	11043, 11103
2	73476114	73477507	4	-3.2012	11104, 11107
2	73493077	85839037	316	0.0063	11108, 11423
2	85850856	85852766	5	-2.6558	11424, 11428
2	85892889	95719164	143	0	11429, 11571
2	95773905	95780845	4	-1.4424	11572, 11575
2	95783608	96933150	62	-0	11576, 11637
2	96933359	96969075	6	-2.1419	11638, 11643
2	96992645	112596038	435	0.0239	11644, 12078
2	112604706	112608420	3	-4.3082	12079, 12081
2	112702616	113309487	31	-0	12082, 12112
2	113309497	113321990	4	-1.7048	12113, 12116
2	113343615	118577375	92	-0	12117, 12208
2	118578846	118579534	3	-3.5324	12209, 12211
2	118715987	122007219	96	-0	12212, 12307
2	122488580	122494343	5	-1.6391	12308, 12312
2	122514869	127958894	29	-0	12313, 12341
2	128044453	128050341	5	-1.1704	12342, 12346
2	128079752	128459553	35	-0	12347, 12381
2	128522482	128610609	9	-3.6963	12382, 12390
2	128610628	136594407	173	-0	12391, 12563
2	136617004	136624268	4	-1.5493	12564, 12567
2	136627901	136740988	6	-3.9443	12568, 12573
2	136872980	153529513	136	-0.0062	12574, 12709
2	153549559	153551067	2	-2.0694	12710, 12711
2	153572514	162226685	133	0.0368	12712, 12844
2	162227806	162242093	3	-2.8956	12845, 12847
2	162273087	169707813	125	0	12848, 12972
2	169732604	169745964	5	-3.7087	12973, 12977
2	169757995	172411136	105	0	12978, 13082
2	172563874	172583319	5	-1.8748	13083, 13087
2	172671657	180348041	242	-0	13088, 13329
2	180835456	180846564	3	-2.7824	13330, 13332
2	180846669	187370506	75	0	13333, 13407
2	187487123	187506157	5	-1.9482	13408, 13412
2	187559120	189963477	39	0	13413, 13451
2	190320037	190329915	5	-2.2297	13452, 13456
2	190430173	198288639	152	-0.0285	13457, 13608
2	198318372	198334810	5	1.6244	13609, 13613
2	198361889	198365948	4	-1.6696	13614, 13617
2	198365940	198404858	4	0.9109	13618, 13621
2	198405082	198570907	13	-0.4826	13622, 13634
2	198622094	201881864	80	-0	13635, 13714
2	201943702	201950208	4	-2.0207	13715, 13718
2	201994785	203084776	69	0	13719, 13787
2	203147162	203155104	5	-3.2741	13788, 13792
2	203329620	203760817	16	-0	13793, 13808
2	203760910	203764286	3	-3.4529	13809, 13811
2	203765767	207008768	61	0	13812, 13872
2	207008809	207012276	4	-3.6279	13873, 13876
2	207025360	210880801	118	0	13877, 13994
2	210880794	210882205	5	-1.2408	13995, 13999
2	210882256	216964829	81	0	14000, 14080
2	216977830	216990721	5	-1.8687	14081, 14085
2	217148409	217285095	10	0.1244	14086, 14095
2	217364084	217364712	3	-5.057	14096, 14098
2	217498464	219029849	27	0	14099, 14125
2	219093448	219104184	5	-0.7505	14126, 14130
2	219127666	219127880	5	0.1514	14131, 14135
2	219131229	219132301	3	-2.3087	14136, 14138
2	219134119	219513749	56	0	14139, 14194
2	219514112	219526500	6	-0.9	14195, 14200
2	219529561	223386657	204	0	14201, 14404
2	223497956	223507638	5	-2.7367	14405, 14409
2	223553123	231927039	190	0.0201	14410, 14599
2	231927233	231944286	4	-4.5329	14600, 14603
2	231974089	231988292	5	-1.3219	14604, 14608
2	232079610	232263249	10	0.0425	14609, 14618
2	232324986	232326672	5	-1.8955	14619, 14623
2	232393040	237489684	199	0.029	14624, 14822
2	237998529	238002780	5	-1.7508	14823, 14827
2	238289650	240085520	95	0	14828, 14922
2	240957986	240960826	4	-1.6861	14923, 14926
2	240961709	242080081	76	-0	14927, 15002
2	242097905	242099909	5	-0.8723	15003, 15007
2	242128117	242598575	45	-0	15008, 15052
2	242618014	242625296	5	-1.9133	15053, 15057
2	242644101	242814479	30	0	15058, 15087
3	369847	3144459	20	-0	15088, 15107
3	3179043	3188161	5	-1.6396	15108, 15112
3	3197909	9839385	124	0	15113, 15236
3	9839431	9845617	8	-0.9148	15237, 15244
3	9851853	10331778	83	0	15245, 15327
3	10353686	10357028	5	-1.6126	15328, 15332
3	10413588	11372878	24	0	15333, 15356
3	11374479	11606352	6	0.5191	15357, 15362
3	11880694	11888021	5	-0.5463	15363, 15367
3	12195859	12447547	10	0.2336	15368, 15377
3	12531442	12544982	5	-0.9011	15378, 15382
3	12583416	12858174	25	0	15383, 15407
3	12880973	12881040	2	-3.2288	15408, 15409
3	12977362	16302342	123	0	15410, 15532
3	16305708	16306320	5	-2.7777	15533, 15537
3	16312563	20218123	54	0.0532	15538, 15591
3	20219800	20225159	3	-1.2366	15592, 15594
3	20225370	23942539	23	0	15595, 15617
3	23959478	23959964	2	-3.5618	15618, 15619
3	23996131	39433437	338	-0	15620, 15957
3	39450198	39452498	2	-2.6055	15958, 15959
3	39543640	40457532	23	0	15960, 15982
3	40499459	40502982	5	-2.614	15983, 15987
3	40528434	42610464	50	0	15988, 16037
3	42633033	42635939	4	-2.198	16038, 16041
3	42674240	45637404	173	-0.0179	16042, 16214
3	45751005	45764984	5	-1.3529	16215, 16219
3	45817256	48631900	251	0.0091	16220, 16470
3	48641003	48646652	4	-1.9958	16471, 16474
3	48646683	49137855	81	0	16475, 16555
3	49141081	49141885	4	-2.4494	16556, 16559
3	49153340	49756733	98	0	16560, 16657
3	49759915	49761052	5	-0.8853	16658, 16662
3	49764952	51930901	223	0	16663, 16885
3	51970440	51971315	4	-1.4219	16886, 16889
3	51971711	52294472	62	0	16890, 16951
3	52295394	52312246	4	-2.1835	16952, 16955
3	52324513	64004644	331	-0.0887	16956, 17286
3	64005025	64008045	4	-3.3022	17287, 17290
3	64133054	69351543	75	-0	17291, 17365
3	69988310	69998300	4	-1.8227	17366, 17369
3	70008461	101298845	256	0.0201	17370, 17625
3	101383884	101401726	8	-1.554	17626, 17633
3	101445562	112710165	195	-0	17634, 17828
3	112727108	112738417	5	-1.0381	17829, 17833
3	112987244	113380081	25	-0	17834, 17858
3	113442267	113505141	10	-2.632	17859, 17868
3	113627797	127642833	454	0.0058	17869, 18322
3	127774511	127831809	10	-3.4033	18323, 18332
3	127872481	128853003	56	0.0167	18333, 18388
3	128853012	128979585	15	-1.4551	18389, 18403
3	128998693	133305476	144	-0	18404, 18547
3	133358852	133376678	5	-1.5748	18548, 18552
3	133467334	137849998	106	-0	18553, 18658
3	137888998	137893480	5	-2.3472	18659, 18663
3	137942269	139063007	60	0	18664, 18723
3	139065775	139069067	4	-0.9952	18724, 18727
3	139088193	139098275	5	-2.7252	18728, 18732
3	139180943	142102250	78	0.0213	18733, 18810
3	142123751	142266619	5	-0.8006	18811, 18815
3	142268991	142285064	4	-3.2315	18816, 18819
3	142395051	142731119	21	0	18820, 18840
3	142741753	142747352	3	-2.946	18841, 18843
3	142747390	153840739	242	0	18844, 19085
3	154022730	154042040	5	-1.7624	19086, 19090
3	154146440	179137231	413	0.0167	19091, 19503
3	179137277	179294444	6	-3.4638	19504, 19509
3	179310507	179336220	11	-1.384	19510, 19520
3	179408047	184083015	179	-0.0138	19521, 19699
3	184084511	184086001	4	-5.1201	19700, 19703
3	184090615	186505003	117	0	19704, 19820
3	186510364	186510667	3	-1.624	19821, 19823
3	186510706	193332637	134	-0	19824, 19957
3	193336674	193360844	4	-1.3209	19958, 19961
3	193854261	195251671	52	0	19962, 20013
3	195251683	195269770	3	-2.3799	20014, 20016
3	195295994	195794937	26	0	20017, 20042
3	195798285	195800930	4	-1.3819	20043, 20046
3	195935322	195955004	10	0.1751	20047, 20056
3	195974230	195975186	4	-0.7233	20057, 20060
3	195984680	196612969	60	-0	20061, 20120
3	196664414	196666270	7	-3.2122	20121, 20127
3	196674899	197707217	48	0.1021	20128, 20175
4	265908	2209768	158	0	20176, 20333
4	2242080	2242570	4	-2.2825	20334, 20337
4	2252843	4418988	114	-0	20338, 20451
4	4458933	4461120	3	-1.3025	20452, 20454
4	4461155	7056056	94	-0.0119	20455, 20548
4	7062809	7065925	5	-2.5422	20549, 20553
4	7194779	17616399	187	-0	20554, 20740
4	17616399	17625256	4	-2.6771	20741, 20744
4	17706648	17805607	10	0.0535	20745, 20754
4	17812800	17819048	5	-0.9881	20755, 20759
4	17910915	23886492	31	-0	20760, 20790
4	24556453	24577909	3	-3.3716	20791, 20793
4	24577984	57843392	555	0.0057	20794, 21348
4	57857003	57876606	5	-4.6805	21349, 21353
4	57976128	66467570	20	0	21354, 21373
4	68380091	68384025	5	-1.5512	21374, 21378
4	68424625	76861954	346	0.0162	21379, 21724
4	76890448	76902550	5	-1.7247	21725, 21729
4	76925986	83970471	193	-0	21730, 21922
4	83971029	83971121	2	-2.0365	21923, 21924
4	83971117	89442850	160	-0	21925, 22084
4	89442843	89444756	6	-0.8594	22085, 22090
4	89573217	99428866	104	-0	22091, 22194
4	99806181	99812448	4	-2.3485	22195, 22198
4	99917000	120528383	401	0.0053	22199, 22599
4	120982079	120986962	5	-2.9526	22600, 22604
4	121738063	122682823	29	-0	22605, 22633
4	122723865	122744639	9	-2.011	22634, 22642
4	122744642	140196555	153	0.0191	22643, 22795
4	140216230	140280904	7	-1.5455	22796, 22802
4	140375497	145628315	106	0	22803, 22908
4	145916714	146038543	10	-3.9368	22909, 22918
4	146067408	190876209	728	0.0102	22919, 23646
5	143220	1501705	114	-0	23647, 23760
5	1798854	1814532	10	-0.602	23761, 23770
5	1880905	5457502	26	0	23771, 23796
5	5457794	6374543	6	-1.2924	23797, 23802
5	6377336	10239345	55	0	23803, 23857
5	10256092	10256142	2	-3.8011	23858, 23859
5	10256157	32739128	157	0	23860, 24016
5	33453456	33456282	4	-3.3183	24017, 24020
5	33457356	34914860	40	-0	24021, 24060
5	34914854	34923324	6	-1.3462	24061, 24066
5	34935827	37341306	80	-0.0509	24067, 24146
5	37352897	37605237	6	-3.0347	24147, 24152
5	37815991	38883949	27	-0	24153, 24179
5	38884119	38996942	6	-0.7492	24180, 24185
5	39201998	43040070	93	-0	24186, 24278
5	43122261	43161888	5	-1.034	24279, 24283
5	43246069	43277428	5	0.1837	24284, 24288
5	43297189	43298981	5	-3.015	24289, 24293
5	43382098	54603230	142	0.0091	24294, 24435
5	54623570	54649011	4	-2.786	24436, 24439
5	54649063	61657115	116	-0	24440, 24555
5	61689837	61747662	9	-1.2444	24556, 24564
5	61783654	64766650	41	-0	24565, 24605
5	64824767	64868017	9	-2.2479	24606, 24614
5	64906815	81474407	442	-0.0397	24615, 25056
5	81572231	81573586	5	-3.686	25057, 25061
5	81606008	96460215	183	0	25062, 25244
5	96508906	96514846	5	-1.9249	25245, 25249
5	98109756	110428095	96	0.0133	25250, 25345
5	110428141	110428293	4	-1.381	25346, 25349
5	110712580	112174650	25	-0	25350, 25374
5	112198245	112200367	6	-3.5093	25375, 25380
5	112238142	114513543	43	0.0378	25381, 25423
5	114573650	114598440	5	-0.8406	25424, 25428
5	114607222	121188126	92	0.0526	25429, 25520
5	121330302	121354977	2	-1.7553	25521, 25522
5	121354985	125939292	63	0.0198	25523, 25585
5	125939332	125939835	4	-1.6116	25586, 25589
5	125967495	132200023	180	-0	25590, 25769
5	132202679	132202715	2	-1.778	25770, 25771
5	132209669	134116854	85	0.0264	25772, 25856
5	134120098	134124267	2	-2.7749	25857, 25858
5	134190696	137518921	129	-0	25859, 25987
