GENE	BF
A1BG	-11.2065
A1CF	-3.2765
A2M	-13.882500000000002
A2ML1	-14.664500000000002
A3GALT2	-3.0624999999999996
A4GALT	-8.1745
A4GNT	-6.070500000000001
AAAS	-8.4705
AACS	-9.8375
AADAC	-15.0385
AADACL2	-14.565500000000002
AADACL3	-3.2224999999999997
AADACL4	-16.540499999999998
AADAT	-10.4875
AAED1	-14.5645
AAGAB	-7.907500000000001
AAK1	-10.6635
AAMDC	-4.708499999999999
AAMP	37.5985
AANAT	-18.1345
AAR2	-16.853499999999997
AARD	-18.2035
AARS	74.6825
AARS2	0.05650000000000022
AARSD1	-9.2885
AASDH	-8.560500000000001
AASDHPPT	-2.5965000000000003
AASS	-5.7765
AATF	20.404500000000002
AATK	-15.6945
ABAT	-14.056500000000002
ABCA1	-13.3255
ABCA10	-6.3454999999999995
ABCA12	-5.1495
ABCA13	-18.4955
ABCA2	-16.8265
ABCA3	-26.3785
ABCA4	-8.4845
ABCA5	-1.6954999999999996
ABCA6	7.1705000000000005
ABCA7	-17.2475
ABCA8	-10.7835
ABCA9	-9.233500000000001
ABCB1	-6.4115
ABCB10	-8.826500000000001
ABCB11	-3.6024999999999996
ABCB4	-10.3735
ABCB5	5.4585
ABCB6	-14.3455
ABCB7	5.9895
ABCB8	-8.4905
ABCB9	-11.1145
ABCC1	-15.679499999999999
ABCC10	-10.3305
ABCC11	-8.5075
ABCC12	-11.6915
ABCC2	-10.0295
ABCC3	-13.440500000000002
ABCC4	-18.793499999999998
ABCC5	-21.9365
ABCC6	-16.4855
ABCC8	-17.2365
ABCC9	-15.705499999999999
ABCD1	-11.9215
ABCD2	-8.166500000000001
ABCD3	-14.8925
ABCD4	-13.0965
ABCE1	130.1305
ABCF1	3.5625
ABCF2	-0.3405
ABCF3	-21.7825
ABCG1	-15.315500000000002
ABCG2	-10.733500000000001
ABCG4	-13.669500000000001
ABCG5	-18.205499999999997
ABCG8	-18.4545
ABHD1	-14.361500000000001
ABHD10	-0.9544999999999999
ABHD11	-8.8295
ABHD12	-2.2914999999999996
ABHD12B	-17.0395
ABHD13	-13.4135
ABHD14A	-12.0435
ABHD14B	-6.1935
ABHD15	-13.742500000000001
ABHD16A	-12.3445
ABHD16B	-12.8345
ABHD17A	-9.650500000000001
ABHD17B	-10.9865
ABHD17C	-16.775499999999997
ABHD2	-13.1075
ABHD3	-10.7285
ABHD4	-24.327499999999997
ABHD5	-9.2255
ABHD6	-16.970499999999998
ABHD8	-12.919500000000001
ABI1	-8.0035
ABI2	-10.6305
ABI3	-6.952500000000001
ABI3BP	-8.0855
ABL1	-17.560499999999998
ABL2	-17.516499999999997
ABLIM1	-3.6995
ABLIM2	-12.8285
ABLIM3	-14.673499999999999
ABR	-34.7085
ABRA	-17.185499999999998
ABRACL	-5.041500000000001
ABT1	13.176499999999999
